posted_date,candidate,message,timestamp,likes,shares,comments,type,observation,collected_time,collected_date,twitter post,ig_post,comment,language,media
10/31/2020,trump,"Joe Biden has vowed to ABOLISH American Oil and Natural Gas. Today I signed an order to strongly protect Pennsylvania's energy & fracking industry. If Biden & Harris get in, they will terminate this order and implement the Green New Deal. Get out and VOTE! Vote.DonaldJTrump.com",,"97,949","8,667","14,000",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,"Joe Biden has been a disaster for African Americans and Hispanic Americans—I am fighting for citizens of every race, color and creed. We achieved record low unemployment rates. I signed landmark Criminal Justice Reform, and we will deliver School Choice! Vote.DonaldJTrump.com",,"182,363","12,320","19,000",photo,trump rally,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,no words,,"46,396","8,531","5,500",video,FoxNews segment,10:35 AM,11/2/2020,,,,en,
10/31/2020,trump,Trump Supporters Fill Streets of Beverly Hills: ‘The Silent Majority is Silenced No More‘ - Thank you!,,"305,194","22,733","13,000",link to breitbart.com,"story on trump supporters in Los Angeles, CA",10:35 AM,11/2/2020,,,,en,
11/1/2020,trump,no words,,"23,134","11,006","2,200",video,FoxNews segment,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"People have long been voting but Joe Biden has still not released his Supreme Court List of Radical Left Judges that he would like to put on the Court. Also, is he going to Court Pack? He thinks he can bluff his way through these two important questions. Can only vote against!!!",,"41,939","1,989","5,600",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,Our numbers are looking VERY good all over. Sleepy Joe is already beginning to pull out of certain states. The Radical Left is going down!,,"255,833","7,312","18,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"When I originally became your all time favorite President, the Great State of Michigan was hemorrhaging car companies and jobs. Plants were closing and moving to Mexico, and other places. No new plants for decades. I stopped the moves, & now many plants are and have been built. The place was a mess and would have lost much more business if I hadn’t come along. Many new plants are starting. Foreign countries and companies now treat the USA, and Michigan, with respect. Big jobs plans. Please remember this when you go to cast your very important vote!",,"280,036","17,516","24,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Joe Biden called Black Youth SUPER PREDATORS. They will NEVER like him, or vote for him. They are voting for “TRUMP”.",,"107,069","5,951","12,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Biden wants to LOCKDOWN our Country, maybe for years. Crazy! There will be NO LOCKDOWNS. The great American Comeback is underway!!!",,"477,721","28,931","39,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"The legendary actor, 007 Sean Connery, has past on to even greener fairways. He was quite a guy, and a tough character. I was having a very hard time getting approvals for a big development in Scotland when Sean stepped in and shouted,“Let him build the damn thing”. That was all I needed, everything went swimmingly from there. He was so highly regarded & respected in Scotland and beyond that years of future turmoil was avoided. Sean was a great actor and an even greater man. Sincere condolences to his family!",,"711,007","27,327","26,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"President Trump works harder for YOU than any president in the history of our country!
5 STATES TODAY:
 🛻 Macomb County, MI
🌽Dubuque, IA
✈️Hickory, NC
🍑Rome, GA
🌅Opa-locka, FL
RSVP: www.donaldjtrump.com/events",,"33,396","2,356","9,100",share of team trump post,photos of President's events on Nov. 1,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,Vote.DonaldJTrump.com,,"31,849","3,741","4,300",video,trump in the white house,4:45 PM,11/3/2020,,,,und,
11/1/2020,trump,"WISCONSIN! Vote to defend your family, your Country, and the American Way of Life. Get out and VOTE TODAY before In-Person Absentee Voting ends. Your vote will MAKE AMERICA GREAT AGAIN!",,"50,076","1,555","5,500",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,Vote.DonaldJTrump.com,,"20,071","3,340","2,400",video,campaign ad,4:45 PM,11/3/2020,,,,und,
11/1/2020,trump,"Joe Biden constantly used the term “Super Predator” when referring to young Black Men, according to my sources.",,"54,064","2,828","11,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,Report: Democrats Growing More Anxious in Pennsylvania - Biden would kill Fracking and our great 2nd Amendment. No wonder he’s losing Pennsylvania!,,"32,833","1,568","4,000",link to breitbart.com,story on PA ,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,GOP Rep. Jordan: Trump Winning Margin ‘Is Going to Be So Strong‘ -- ‘It‘s Going to Be a No-Doubter‘,,"64,280","2,947","6,400",link to breitbart.com,story on Jim Jordan,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,WATCH: Antifa Shouts ‘Death to Your f**king Empire‘ While Burning U.S. Flag - These are Criminal Anarchists and must be brought to Justice! Biden fears them. FBI,,"157,928","23,785","10,000",link to breitbart.com,story on ANTIFA,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"LIVE: President Donald Trump in Macomb County, MI #Macomb #Michigan
Text VOTE to 88022",,"93,667","10,645","52,000",video,live video of trump's event,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Over the last 4 years, I have fought for Michigan like no one ever has!",,"28,351",852,"6,400",video,clip of trump rally in MI,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,I am standing up to the global special interests who got rich bleeding America Dry. The corrupt establishment hates me because I don’t answer to THEM – I answer to YOU!,,"26,105","1,816","2,900",video,clip of trump rally in MI,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"You don’t have to take my word on Biden’s 47 years of treachery and betrayal. We have it on tape, watch!",,"23,089","12,422","2,800",video,campaign ad,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Under my leadership, our ECONOMY is now growing at the fastest rate EVER recorded—33.1%! While foreign nations are in freefall, we are creating the world’s greatest ECONOMIC POWERHOUSE! Get out and VOTE on November 3rd, so we can keep it going! #MAGA",,"131,676","6,604","12,000",video,clip of trump rally in MI,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"33,532","1,751","6,700",video,clip of trump rally in MI,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"40,795","1,763","5,800",video,clip of trump rally in MI,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,VOTE EARLY! VOTE IN PERSON!,,"40,874","1,338","8,900",link to campaign website,trump with US flag in the background encouraging vote,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,Biden is a proven Castro puppet! Vote TRUMP,,"180,468","6,334","24,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Chris Wallace of Fox News, by far the lowest rated of the Sunday morning news programs, can’t get over his poor debate performance, probably even worse than Sleepy Joe’s. His show is a total “hit job” on your favorite President, me!",,"144,242","4,037","25,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Michigan was GREAT! Landing now in Dubuque, Iowa. See you soon.",,"234,102","3,234","16,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"LIVE: President Donald Trump in Dubuque, IA #Dubuque #Iowa
Text VOTE to 88022",,"77,840","7,712","45,000",video,live video of trump's event,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,Thank you Iowa!,,"169,619","1,612","7,600",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Biden did a very POOR job of handling H1N1 Swine Flu, yet all he talks about is Covid, Covid, Covid, like he would actually know what he is doing. He doesn’t. Plus, he would be TERRIBLE with the Economy!",,"310,270","17,770","36,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Pennsylvania: Biden said that he doesn’t want Fracking. Besides, and more importantly, his handlers won’t allow Fracking. That would be the end of Pennsylvania!",,"50,984","2,956","7,600",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,LIVE: Call to Prayer,,"70,415","17,952","51,000",video,a lot of zoom type screens with people praying for trump,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"32,464","1,352","2,500",video,video clip of trump rally - Ivanka Trump introducing Trump,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"14,418",607,"1,000",video,clip of trump rally,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"17,680",647,"1,500",video,clip of trump rally,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"25,052","1,455","1,900",video,clip of trump rally,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"For decades, Joe Biden let other countries rip you off and cheat America blind! The only people who’ve benefited from his policies are himself & his family. He shows up every 4 years, and then goes back to D.C. and caters to his special interests. My only special interest is YOU.",,"136,331","13,182","17,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Biden will terminate school choice, eliminate charter schools, defund religious schools, ban prayer in public schools, indoctrinate your children with Anti-American lies, and force you to subsidize extreme late-term abortion. We believe that every child is a Sacred Gift from God!",,"285,709","38,761","27,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Joe Biden is the candidate of rioters, looters, arsonists, gun-grabbers, flag-burners, Marxists, lobbyists, and special interests. I am the candidate of farmers, factory workers, police officers, and hard-working, law-abiding patriots of every race, religion and creed! #MAGA",,"632,011","65,522","61,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"People are forgetting that if Sleepy Joe Biden and the Radical Left Dems win, you will vey quickly lose your Second Amendment!",,"51,369","4,235","11,000",link to campaign website,trump with US flag in the background encouraging vote,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"LIVE: President Donald Trump in Hickory, NC #Hickory #NorthCarolina
Text VOTE to 88022",,"121,873","10,140","51,000",video,live video of trump's event,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"LIVE: President Donald Trump in Rome, GA #Rome #Georgia
Text VOTE to 88022",,"77,326","8,054","41,000",video,live video of trump's event,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"16,099",716,"1,100",video,clip of trump's rally in NC,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"32,164","1,900","2,100",video,clip of trump's rally in NC,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"28,525","2,135","4,700",video,clip of trump's rally in NC,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"26,656",797,"1,600",video,clip of trump's rally in NC,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Joe Biden is a corrupt politician who is bought and paid for by China! In 2016, Georgia voted to FIRE this corrupt political establishment and you elected an outsider as President who is finally putting AMERICA FIRST!",,"20,832","1,065","1,600",video,clip of trump's rally in GA,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,no words,,"17,079",674,"1,200",video,clip of trump's rally in GA,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Remember, Third Quarter GDP is the biggest in U.S. history, by far. Next year will be our best ever!",,"98,581","3,653","11,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,Biden will repeal your Second Amendment and Pack the Court!,,"125,791","7,395","19,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Getting ready to land in the Great State of Florida. See you soon!
",,"220,446","2,312","11,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"Proud citizens like you helped build this Country - and together, we are taking back our Country. We are returning power to YOU, the American People. We are ONE movement, ONE people, ONE family, and ONE GLORIOUS NATION UNDER GOD!",,"198,281","13,818","8,300",photo,Dan Scavino's photo of GA rally,4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,MAKE AMERICA GREAT AGAIN!,,"704,871","20,122","44,000",post,"no pictures, just post",4:45 PM,11/3/2020,,,,en,
11/1/2020,trump,"LIVE: President Donald Trump in Opa-locka, FL #Opalocka #Florida
Tezt VOTE to 88022",,"63,538","7,610","38,000",video,live video of trump's event,4:45 PM,11/3/2020,,,,en,
11/2/2020,trump,"Under my leadership, our ECONOMY is now growing at the fastest rate EVER recorded—33.1%! #MAGA",,"36,069","1,714","5,500",video,clip of trump rally in FL,9:50 AM,11/4/2020,,,,en,
11/2/2020,trump,no words,,"17,444",536,"1,800",video,clip of trump rally in FL,9:50 AM,11/4/2020,,,,en,
11/2/2020,trump,"For 47 years, Sleepy Joe Biden betrayed Hispanic-Americans. Now he wants to close your small businesses, eliminate school choice, and attack our Hispanic Law Enforcement Heroes. I will always stand with the incredible Hispanic-American community!",,"34,792","2,291","9,100",video,clip of trump rally in FL,9:50 AM,11/4/2020,,,,en,
11/2/2020,trump,no words,,"246,890","24,568","20,000",video ,pan of trump rally in GA,9:50 AM,11/4/2020,,,,en,
11/2/2020,trump,"If you need information on how or where to VOTE, click below! #MAGA",,"11,107",467,"1,800",link to campaign website,trump with US flag in the background encouraging vote,9:50 AM,11/4/2020,,,,en,
11/2/2020,trump,"Just learned that Sleepy Joe Biden is campaigning in Pennsylvania with Lady Gaga, a proud member of “Artists Against Fracking.” This is more proof that he would ban Fracking and skyrocket your energy prices. As I said at the debate – “Will you remember that Texas?Pennsylvania? Ohio? New Mexico?” I will always protect American Energy and American Jobs! Get out and VOTE #MAGA!",,"402,822","47,250","49,000",post,"no pictures, just post",9:50 AM,11/4/2020,,,,en,
11/2/2020,trump,"As long as I’m in office, NEBRASKA, MICHIGAN, MINNESOTA, and OHIO will bounce back Bigger and Better than ever before! Early Vote polls close today in these Great States and we need YOU to get out and VOTE! Together, we’ll MAKE AMERICA GREAT AGAIN!!",,"62,299","2,448","8,600",link to campaign website,trump with US flag in the background encouraging vote,9:50 AM,11/4/2020,,,,en,
